date,Revenue,COGS,day_of_week,day_of_month,day_of_year,week_of_year,month,quarter,year,is_weekend,time_index,revenue_lag_1,cogs_lag_1,revenue_lag_7,cogs_lag_7,revenue_lag_14,cogs_lag_14,revenue_lag_28,cogs_lag_28,revenue_lag_30,cogs_lag_30,revenue_lag_60,cogs_lag_60,revenue_lag_90,cogs_lag_90,revenue_lag_365,cogs_lag_365,revenue_roll_mean_7,revenue_roll_std_7,cogs_roll_mean_7,revenue_roll_mean_14,revenue_roll_std_14,cogs_roll_mean_14,revenue_roll_mean_28,revenue_roll_std_28,cogs_roll_mean_28,revenue_roll_mean_30,revenue_roll_std_30,cogs_roll_mean_30,revenue_roll_mean_60,revenue_roll_std_60,cogs_roll_mean_60,revenue_roll_mean_90,revenue_roll_std_90,cogs_roll_mean_90,revenue_ewm_7,revenue_ewm_30,active_campaigns,active_promo_types,active_promo_channels,active_promo_categories
2013-11-14,3118904.74,2460188.52,3,14,318,46,11,4,2013,0,498,4681263.25,3622930.35,2145217.46,1755584.37,5649038.29,4525813.51,3348412.32,2713865.33,4062456.23,3281418.54,3078369.62,2753095.6,3619170.1,4661015.06,3213518.64,2550177.92,3203751.1585714286,1282453.6989892721,2502700.458571429,3477858.8921428574,1301071.6911118273,2745133.6,3702466.1278571426,1262335.3608551866,2943137.6825,3751084.5106666666,1235812.7686798454,2987785.8789999997,3816699.9615000007,1221080.8867926197,3160570.0825000005,3834385.2923333333,1219921.365185303,3563883.9353333334,3762798.3441666206,3658805.5273405863,0.0,0.0,0.0,0.0
2013-11-15,3370811.62,2719077.99,4,15,319,46,11,4,2013,0,499,3118904.74,2460188.52,2200221.02,1790704.8,4823330.61,3780905.84,3238854.55,2560313.88,4801027.51,3944302.72,3927167.34,3489729.16,3066137.96,4129676.85,2996358.37,2282178.26,3342849.3414285714,1198568.0437311833,2603358.194285714,3297135.067142857,1142325.9262476508,2597588.9578571427,3694269.4285714286,1265460.7387867372,2934077.7964285715,3719632.7943333336,1239615.9775033,2960411.5450000004,3817375.5468333336,1220676.6148632136,3155688.2978333333,3828826.788333334,1222050.856481958,3539430.3071111115,3601824.9431249653,3623973.2184799034,0.0,0.0,0.0,0.0
2013-11-16,3365890.12,2733920.22,5,16,320,46,11,4,2013,1,500,3370811.62,2719077.99,2018930.67,1594615.53,4871579.51,3874376.58,3376648.2,2769325.22,3348412.32,2713865.33,5410121.46,4728526.43,2385617.18,2947242.18,2851503.98,2255928.16,3510076.57,1089252.0307519925,2735982.935714286,3193383.7107142857,1055726.7044028656,2521744.1114285714,3698982.181071428,1263946.7018676691,2939747.9432142857,3671958.9313333333,1223996.6072602517,2919570.720666667,3808102.9515,1221940.9312460271,3142844.1116666663,3832212.0512222224,1220335.147251034,3523756.986444444,3544071.612343724,3607640.212126361,0.0,0.0,0.0,0.0
2013-11-17,2416530.15,1906202.04,6,17,321,46,11,4,2013,1,501,3365890.12,2733920.22,2722218.97,2099682.78,2310551.56,1894570.42,2888479.98,2302148.44,3238854.55,2560313.88,4460453.69,3992756.75,2870843.18,3669528.41,3258479.4,2499839.57,3702499.3485714286,880994.5020892379,2898740.7485714285,3085834.468571428,942204.7358260219,2440282.942857143,3698597.963928572,1264049.9455634945,2938483.478928572,3672541.524666667,1223841.4460647453,2920239.217,3774032.4291666667,1204895.9416709526,3109600.6748333336,3843103.9727777774,1211622.2431103066,3521386.7424444444,3499526.239257793,3592043.4319891767,0.0,0.0,0.0,0.0
2013-11-18,2109164.6,1778409.36,0,18,322,47,11,4,2013,0,502,2416530.15,1906202.04,3495969.18,2676318.51,2638652.15,2128739.96,3409990.75,2751364.44,3376648.2,2769325.22,2995364.48,2599191.98,2730112.88,3528369.0,3292697.97,2632996.71,3658829.517142857,943073.4909585154,2871100.642857143,3093404.367857143,935901.4317779178,2441113.772857143,3681742.612857143,1278318.5281380715,2924342.5360714286,3645130.711333333,1242949.6101631662,2898435.489,3739967.0368333333,1214019.0349663848,3074824.763,3838056.050222222,1216654.3803344315,3501794.227222223,3228777.2169433446,3516203.86540923,1.0,1.0,1.0,0.0
2013-11-19,3237660.32,2746026.34,1,19,323,47,11,4,2013,0,503,2109164.6,1778409.36,5162437.56,3979066.87,3529966.51,2818098.89,3932052.89,3189287.97,2888479.98,2302148.44,3316913.08,3045593.87,2707776.73,3591906.04,4654711.93,3714724.53,3460714.577142857,1113292.1760812802,2742827.9071428576,3055583.8285714285,965909.3844404176,2416090.1585714286,3635284.5360714286,1311761.2087018471,2889594.140357143,3602881.2580000004,1273555.2573988847,2865404.9603333334,3725197.0388333336,1228535.6121454465,3061145.0526666665,3831156.6248888886,1224741.682544239,3482350.231222222,2948874.0627075084,3425427.1386086345,1.0,1.0,1.0,0.0
2013-11-20,3321114.32,2983892.23,2,20,324,47,11,4,2013,0,504,3237660.32,2746026.34,4681263.25,3622930.35,2440647.75,1890461.99,4895108.72,3861527.06,3409990.75,2751364.44,3799564.88,3399323.86,3821233.2,5275320.79,3532139.01,2841184.71,3185746.4,822714.6546747175,2566679.2600000002,3034704.815,957993.1773377748,2410942.1192857143,3610484.8014285713,1312506.5708974437,2873763.367857143,3614520.6026666667,1268386.1553445118,2880200.890333333,3723876.1595,1229024.5329025462,3056152.2605000003,3837044.2203333336,1220547.1261334373,3472951.567888889,3021070.6270306315,3413313.1503113033,1.0,1.0,1.0,0.0
2013-11-21,2595234.4,2362389.95,3,21,325,47,11,4,2013,0,505,3321114.32,2983892.23,3118904.74,2460188.52,2145217.46,1755584.37,4333852.18,3403031.49,3932052.89,3189287.97,3243304.2,2980813.06,3454696.96,4693020.59,3144567.59,2465022.82,2991439.41,512936.6105557331,2475388.1,3097595.284285714,944804.241589623,2489044.279285714,3554270.715714286,1288944.1626667567,2842419.266785715,3611558.055,1268983.9978670343,2887951.816666667,3715901.9834999996,1230076.8193875216,3049228.4,3831487.3438888886,1221757.7829048864,3447491.250555556,3096081.5502729737,3407364.838678316,1.0,1.0,1.0,0.0
2013-11-22,2550262.64,2542345.82,4,22,326,47,11,4,2013,0,506,2595234.4,2362389.95,3370811.62,2719077.99,2200221.02,1790704.8,3503713.92,2743366.59,4895108.72,3861527.06,4426354.9,3977701.82,2837188.07,4087795.83,2661394.83,2082526.75,2916629.3614285714,529178.4504803489,2461416.8757142858,3129739.351428571,917160.8900535222,2532387.535,3492177.223571428,1291872.4139604238,2805253.4974999996,3566997.4386666664,1280758.377102735,2860388.5493333335,3705100.8201666665,1237122.119494794,3038921.3481666665,3821937.759888889,1228078.5117723965,3421595.3545555556,2970869.7627047305,3354969.326505522,1.0,1.0,1.0,0.0
2013-11-23,2054330.57,2011741.48,5,23,327,47,11,4,2013,1,507,2550262.64,2542345.82,3365890.12,2733920.22,2018930.67,1594615.53,2923604.47,2331573.03,4333852.18,3403031.49,4673257.46,4051335.39,3018860.44,3945685.24,3625609.77,2879673.14,2799408.0785714285,501985.43159525644,2436169.422857143,3154742.3242857144,894359.6818468496,2586076.179285714,3458125.392142857,1304065.299458813,2798074.1842857143,3488835.9026666665,1268402.6324063395,2816415.841333333,3673832.6158333337,1242281.7914492476,3014998.748166667,3818749.6995555554,1231032.492972384,3404423.687777778,2865717.982028548,3303052.766085811,1.0,1.0,1.0,0.0
2013-11-24,2519706.85,2537974.67,6,24,328,47,11,4,2013,1,508,2054330.57,2011741.48,2416530.15,1906202.04,2722218.97,2099682.78,2949737.88,2365410.99,3503713.92,2743366.59,4851490.55,4336304.71,3465971.03,4845153.03,2283866.51,1759438.38,2612042.4285714286,500072.2654646566,2333001.0314285713,3157270.8885714286,890944.9836553247,2615870.89,3427079.895714286,1327400.2785803345,2786651.6289285715,3412851.849,1284215.2796096907,2770039.507666667,3630183.834333333,1252537.7818473484,2981005.516333333,3808032.701,1242221.931270213,3382935.423777778,2662871.1290214113,3222490.0437576943,1.0,1.0,1.0,0.0
2013-11-25,2406331.38,2358037.25,0,25,329,48,11,4,2013,0,509,2519706.85,2537974.67,2109164.6,1778409.36,3495969.18,2676318.51,3235799.73,2588267.2,2923604.47,2331573.03,4120039.5,3761711.17,3008572.56,3950990.04,2891169.43,2288045.69,2626781.957142857,494842.3412566364,2423254.2642857144,3142805.737142857,900148.1456555462,2647177.4535714285,3411721.644642857,1335590.2621871175,2792814.6175,3380051.613333333,1294340.9194431806,2763193.1103333333,3591320.772666666,1250173.8969725785,2951033.3490000004,3797518.654555556,1249134.946997386,3357300.1086666663,2627080.0592660583,3177149.1925475206,1.0,1.0,1.0,0.0
2013-11-26,3107204.99,3083734.78,1,26,330,48,11,4,2013,0,510,2406331.38,2358037.25,3237660.32,2746026.34,5162437.56,3979066.87,5981959.98,4833162.34,2949737.88,2365410.99,4676571.41,4202205.54,3749158.5,4845899.79,3626699.25,2942841.67,2669234.354285714,454105.15349548263,2506058.2485714285,3064974.465714286,914260.0648208199,2624443.0778571432,3382097.775,1348770.7079389018,2784592.1192857143,3362809.177,1304040.1689712948,2764075.251,3562758.9706666665,1257444.6873552252,2927638.783666667,3790827.085888889,1255008.0731271086,3339600.6332222223,2571892.8894495433,3127419.0110928416,1.0,1.0,1.0,0.0
2013-11-27,3123410.59,3027393.58,2,27,331,48,11,4,2013,0,511,3107204.99,3083734.78,3321114.32,2983892.23,4681263.25,3622930.35,6960811.52,5563340.73,3235799.73,2588267.2,7035889.97,6246182.51,6385124.62,8251851.88,4703189.22,3751057.26,2650597.8785714284,428864.3752686368,2554302.3114285716,2918172.139285714,688758.5332322612,2560490.785714286,3279427.953928571,1249282.1255343265,2722112.563571428,3368058.080666667,1302636.3345253747,2788019.3773333337,3536602.8636666667,1250184.8278744374,2908997.604333333,3783694.2691111113,1257070.1285660206,3320021.0220000003,2705720.914587158,3126114.880699755,1.0,1.0,1.0,0.0
2013-11-28,3580033.44,3514991.8,3,28,332,48,11,4,2013,0,512,3123410.59,3027393.58,2595234.4,2362389.95,3118904.74,2460188.52,5649038.29,4525813.51,5981959.98,4833162.34,5087376.98,4359895.07,5499141.72,7247803.25,3980270.66,3143037.5,2622354.488571428,381209.40276942,2560516.79,2806896.9492857144,474530.5638646164,2517952.4450000003,3142377.9207142857,1019892.8396912067,2631543.0225000004,3364311.776,1303191.311810254,2802656.9233333333,3471394.874,1163610.3723113562,2855351.1221666667,3747453.0021111113,1227907.5947060366,3261971.4853333333,2810143.333440368,3125940.410332029,1.0,1.0,1.0,0.0
2013-11-29,1768057.43,1773822.57,4,29,333,48,11,4,2013,0,513,3580033.44,3514991.8,2550262.64,2542345.82,3370811.62,2719077.99,4823330.61,3780905.84,6960811.52,5563340.73,5768935.23,5117966.77,6810100.27,8325085.12,3116036.61,2564940.27,2763040.0657142857,524371.0686864124,2725174.197142857,2839834.7135714283,512350.0119677295,2593295.536428571,3068484.8903571432,899386.8081594823,2595442.2471428574,3284247.558,1207063.4872662597,2758717.905333333,3446272.481666667,1144240.49941658,2841269.401,3726129.5767777776,1213727.9947412421,3220495.802555556,3002615.860080276,3155236.734826737,1.0,1.0,1.0,0.0
2013-11-30,2685677.46,2672025.29,5,30,334,48,11,4,2013,1,514,1768057.43,1773822.57,2054330.57,2011741.48,3365890.12,2733920.22,4871579.51,3874376.58,5649038.29,4525813.51,5389130.81,4591599.54,6018993.92,6937336.62,3184691.98,2466641.44,2651296.464285714,646413.166546719,2615385.161428571,2725352.271428571,561304.5113851205,2525777.292142857,2959367.9910714286,863207.9525578213,2523760.701785714,3111155.755,1019397.2589661608,2632400.6333333333,3379591.185,1122970.8835098108,2785533.6643333337,3670106.8785555554,1185823.4462981126,3147703.9964444446,2693976.252560207,3065741.2958056573,1.0,1.0,1.0,0.0
2013-12-01,2391698.09,2420438.06,6,1,335,48,12,4,2013,1,515,2685677.46,2672025.29,2519706.85,2537974.67,2416530.15,1906202.04,2310551.56,1894570.42,4823330.61,3780905.84,5393969.29,4651419.05,5386759.65,5986639.99,3064822.76,2435991.34,2741488.8771428573,590899.1687641172,2709711.4200000004,2676765.652857143,530170.6496437126,2521356.225714286,2881300.060714286,778558.9712758955,2480819.584285714,3012377.060666667,901787.8693992989,2570607.6926666666,3334533.629166667,1094858.6199300685,2753540.7601666665,3633070.029,1163480.589359926,3100311.6483333334,2691901.5544201555,3041221.0483343247,1.0,1.0,1.0,0.0
2013-12-02,2263746.75,2226485.61,0,2,336,49,12,4,2013,0,516,2391698.09,2420438.06,2406331.38,2358037.25,2109164.6,1778409.36,2638652.15,2128739.96,4871579.51,3874376.58,2026611.74,1672946.51,4126941.12,3701795.41,1765509.34,1464812.23,2723201.911428571,600804.5163608993,2692920.475714286,2674991.9342857148,531148.8914844646,2558087.37,2884198.151071429,776504.0603754105,2499600.5714285714,2931322.6433333335,840607.6322432715,2525258.7666666666,3284495.775833333,1067403.3506623418,2716357.7436666666,3599791.567222222,1155563.271592799,3060687.182444445,2616850.688315117,2999316.3413450136,1.0,1.0,1.0,0.0
2013-12-03,1933337.47,1904782.57,1,3,337,49,12,4,2013,0,517,2263746.75,2226485.61,3107204.99,3083734.78,3237660.32,2746026.34,3529966.51,2818098.89,2310551.56,1894570.42,2912944.43,2284930.64,5401049.96,4808183.3,2315389.05,1807129.65,2702832.6785714286,615573.4688650271,2674127.3842857145,2686033.5164285717,519970.715291777,2590092.8164285715,2870808.6725000003,784090.138447251,2503091.4875000003,2844394.884666667,764433.1313777523,2470329.0676666666,3288448.026,1063097.2018680344,2725583.395333334,3579089.4075555555,1162681.0029416431,3044294.851333333,2528574.703736338,2951860.2386775934,1.0,1.0,1.0,0.0
2013-12-04,2924599.17,2877557.67,2,4,338,49,12,4,2013,0,518,1933337.47,1904782.57,3123410.59,3027393.58,3321114.32,2983892.23,2440647.75,1890461.99,2638652.15,2128739.96,2463961.82,1952842.64,3168900.6,2729766.04,2382954.42,1864688.02,2535137.318571429,646185.9828806679,2505705.64,2592867.5985714286,530278.9435963833,2530003.9757142854,2813786.2067857147,792390.8453105578,2470473.0475,2831821.0816666665,776523.5582713896,2470669.472666667,3272121.243333333,1076400.8752885705,2719247.5941666667,3540559.268777778,1159077.3206719328,3012034.8432222223,2379765.3953022533,2886149.092311297,1.0,1.0,1.0,0.0
2013-12-05,2231578.75,2246889.53,3,5,339,49,12,4,2013,0,519,2924599.17,2877557.67,3580033.44,3514991.8,2595234.4,2362389.95,2145217.46,1755584.37,3529966.51,2818098.89,2875234.12,2170808.86,2705040.33,2367475.06,2286277.45,1849992.69,2506735.687142857,619853.0027346531,2484300.5100000002,2564545.087857143,497997.30443422566,2522408.65,2831070.186071429,789222.0828913044,2505726.464642857,2841352.6489999997,775825.3508183929,2495630.063,3279798.5325,1072173.5037525534,2734659.5113333333,3537844.8084444446,1160242.9737397747,3013676.9724444444,2515973.83897669,2888629.742484762,1.0,1.0,1.0,0.0
2013-12-06,1718341.54,1744505.5,4,6,340,49,12,4,2013,0,520,2231578.75,2246889.53,1768057.43,1773822.57,2550262.64,2542345.82,2200221.02,1790704.8,2440647.75,1890461.99,2084519.3,1674894.34,2468479.29,2187848.67,2733678.5,2184618.1,2314099.302857143,401930.40606343927,2303143.042857143,2538569.6842857143,505697.9749206677,2514158.62,2834154.5178571427,786606.8726927201,2523273.0775,2798073.0570000005,772293.6224723335,2476589.7509999997,3269070.9430000004,1079485.0685864668,2735927.5225,3532584.1242222222,1165124.536220051,3012337.1332222223,2444875.0667325174,2846239.355872842,1.0,1.0,1.0,0.0
2013-12-07,1444180.43,1408359.66,5,7,341,49,12,4,2013,1,521,1718341.54,1744505.5,2685677.46,2672025.29,2054330.57,2011741.48,2018930.67,1594615.53,2145217.46,1755584.37,2982770.86,2404722.52,3056823.21,2611808.27,2065198.04,1633326.72,2306997.032857143,413461.1624903175,2298954.89,2479146.7485714285,551061.7746556079,2457170.0257142857,2816944.536428571,806022.0986187477,2521623.1025,2773996.183333333,794753.5328941445,2471724.5346666663,3262967.9803333334,1087302.3459731382,2737087.7084999997,3524249.2603333336,1175459.538234824,3007411.0980000007,2263241.685049388,2773471.754848788,1.0,1.0,1.0,0.0
2013-12-08,1714762.98,1677034.75,6,8,342,49,12,4,2013,1,522,1444180.43,1408359.66,2391698.09,2420438.06,2519706.85,2537974.67,2722218.97,2099682.78,2200221.02,1790704.8,3524600.98,2822967.5,3771227.87,3399993.99,2087384.34,1719369.91,2129640.314285714,484177.4093303228,2118431.228571429,2435564.595714286,608389.6064238664,2414071.3242857144,2796417.742142857,833932.9223938197,2514971.1071428573,2750628.2823333335,823659.3632699689,2460150.3776666666,3237324.8065000004,1111887.8470993952,2720481.6608333336,3506331.0072222226,1194797.0524921387,2994039.4467777777,2058476.3712870409,2687711.0242133825,1.0,1.0,1.0,0.0
2013-12-09,1959405.6,1928205.78,0,9,343,50,12,4,2013,0,523,1714762.98,1677034.75,2263746.75,2226485.61,2406331.38,2358037.25,3495969.18,2676318.51,2018930.67,1594615.53,4018321.34,3267316.51,5357130.97,4737093.81,2430122.78,1883727.02,2032935.2985714283,490671.7311462824,2012230.755714286,2378068.605,637180.5007304655,2352575.615714286,2760437.1710714283,858621.072358363,2499876.534642857,2734446.3476666664,839462.8983653897,2456361.376,3207160.839833333,1128389.09857854,2701382.7816666663,3483481.3973333337,1209250.9331928676,2974895.455222222,1972548.023465281,2624940.1826512287,1.0,1.0,1.0,0.0
2013-12-10,2256213.74,2198430.55,1,10,344,50,12,4,2013,0,524,1959405.6,1928205.78,1933337.47,1904782.57,3107204.99,3083734.78,5162437.56,3979066.87,2722218.97,2099682.78,1938342.36,1556262.82,4636476.74,4075727.91,2542389.69,2015472.58,1989457.9914285715,480182.8199209163,1969619.3514285714,2346145.335,646778.9701878715,2321873.367857143,2705559.900357143,858973.0251744114,2473158.222857143,2732462.1786666666,841280.7998560556,2467481.051,3172845.5774999997,1134592.550306303,2679064.2695,3445728.893222222,1203121.3506137675,2943685.5882222224,1969262.4175989605,2582002.4676414724,1.0,1.0,1.0,0.0
2013-12-11,3016597.65,3024225.14,2,11,345,50,12,4,2013,0,525,2256213.74,2198430.55,2924599.17,2877557.67,3123410.59,3027393.58,4681263.25,3622930.35,3495969.18,2676318.51,3170838.37,2562812.71,3865949.23,3502787.78,3699430.17,3001083.16,2035583.172857143,489314.08338969375,2011569.062857143,2285360.2457142854,608614.3016218586,2258637.351428571,2601766.1925,714546.0137743389,2409564.068571429,2716928.6709999996,845766.6813298316,2470772.643333333,3178143.433833333,1129460.9990341961,2689767.065,3419281.5265555554,1202813.657286345,2922826.728666667,2041000.2481992203,2560983.8400517,1.0,1.0,1.0,0.0
2013-12-12,2988571.87,2946591.17,3,12,346,50,12,4,2013,0,526,3016597.65,3024225.14,2231578.75,2246889.53,3580033.44,3514991.8,3118904.74,2460188.52,5162437.56,3979066.87,3719451.39,2946745.46,3034568.95,2783517.1,4386420.92,3545221.89,2048725.8128571429,517590.65091791004,2032521.5585714283,2277730.75,597875.2518971316,2258411.0342857144,2542313.8496428574,594242.7803082287,2388181.739642857,2700949.62,835000.6107445369,2482369.5310000004,3175572.7551666666,1129653.4186141267,2697457.2721666666,3409844.2867777776,1202601.7138527345,2917509.366,2284899.598649415,2590378.279403203,1.0,1.0,1.0,0.0
2013-12-13,2131538.29,2083673.81,4,13,347,50,12,4,2013,0,527,2988571.87,2946591.17,1718341.54,1744505.5,1768057.43,1773822.57,3370811.62,2719077.99,4681263.25,3622930.35,3097590.81,2398025.79,3664631.38,3289032.18,2326824.81,1839144.84,2156867.6871428574,629207.6036827022,2132478.9357142854,2235483.495,513751.49578931794,2217810.9892857145,2537659.104285714,590054.7216361148,2405553.262857143,2628487.430333333,696935.0434868304,2447953.6743333335,3163391.4298333335,1127628.0505693625,2697454.700666667,3409333.2081111106,1202772.7510757276,2919321.3001111113,2460817.6664870614,2616068.1884739646,1.0,1.0,1.0,0.0
2013-12-14,2245758.87,2305729.18,5,14,348,50,12,4,2013,1,528,2131538.29,2083673.81,1444180.43,1408359.66,2685677.46,2672025.29,3365890.12,2733920.22,3118904.74,2460188.52,4062456.23,3281418.54,3078369.62,2753095.6,2659317.57,2101555.8,2215895.794285714,599911.024763166,2180931.5514285713,2261446.413571429,497231.4310231705,2239943.2207142855,2493399.3425000003,571430.4523691147,2382860.2564285714,2543496.5983333336,584341.7111678935,2396645.123,3147290.5545,1135453.2664322199,2692215.501,3392298.840444444,1209951.3004398565,2905928.4293333334,2378497.822365296,2584808.195024031,1.0,1.0,1.0,0.0
2013-12-15,2154695.59,2095032.07,6,15,349,50,12,4,2013,1,529,2245758.87,2305729.18,1714762.98,1677034.75,2391698.09,2420438.06,2416530.15,1906202.04,3370811.62,2719077.99,4801027.51,3944302.72,3927167.34,3489729.16,3385542.75,2693057.28,2330407.0,495465.5911315234,2309127.197142857,2230023.657142857,482027.6812617086,2213779.212857143,2453394.6550000003,546763.5319784234,2367567.7192857144,2514391.7360000005,576384.1589492554,2391496.478333333,3117012.265166667,1134857.6986213685,2675954.011666667,3383047.609888889,1215548.6622392703,2900957.6913333335,2345313.084273972,2562934.0450224807,1.0,1.0,1.0,0.0
2013-12-16,2694197.04,2720062.14,0,16,350,51,12,4,2013,0,530,2154695.59,2095032.07,1959405.6,1928205.78,2263746.75,2226485.61,2109164.6,1778409.36,3365890.12,2733920.22,3348412.32,2713865.33,5410121.46,4728526.43,3484853.43,2706611.68,2393254.515714286,427614.5422757287,2368841.1,2213094.907142857,480070.704001059,2190535.927857143,2444043.4207142857,549648.8232643664,2374311.6489285715,2473854.5349999997,556496.7584170181,2370694.947666667,3072906.7331666667,1119621.954450635,2645132.834166667,3363353.479333333,1220980.3856387632,2885461.057,2297658.710705479,2536596.080182321,1.0,1.0,1.0,0.0
2013-12-17,3167410.81,3021649.06,1,17,351,51,12,4,2013,0,531,2694197.04,2720062.14,2256213.74,2198430.55,1933337.47,1904782.57,3237660.32,2746026.34,2416530.15,1906202.04,3238854.55,2560313.88,4460453.69,3992756.75,4281691.85,3433745.61,2498224.7214285717,392074.71508144675,2481963.4371428574,2243841.3564285715,497048.309520567,2225791.3942857143,2464937.4364285716,547563.0426215238,2407942.105357143,2451464.7656666664,532358.2830106122,2370233.0116666663,3062003.1451666667,1120078.9192975352,2645236.114333333,3333176.5413333336,1203259.3329103044,2863144.787111111,2396793.293029109,2546763.8840415264,1.0,1.0,1.0,0.0
2013-12-18,3189533.36,3219583.56,2,18,352,51,12,4,2013,0,532,3167410.81,3021649.06,3016597.65,3024225.14,2924599.17,2877557.67,3321114.32,2983892.23,2109164.6,1778409.36,3376648.2,2769325.22,2995364.48,2599191.98,4394537.67,3473710.24,2628395.7314285715,445900.72817682795,2599566.0814285716,2331989.452142857,544873.1640097878,2305567.572142857,2462428.5253571426,544040.9382887869,2417785.7739285715,2476494.1210000003,548078.7495450438,2407414.5789999994,3060812.4161666664,1119925.690846861,2652925.034,3318809.398222222,1197353.2898080228,2852354.7016666667,2589447.672271832,2586805.621200138,1.0,1.0,1.0,0.0
2013-12-19,3062553.19,2981811.67,3,19,353,51,12,4,2013,0,533,3189533.36,3219583.56,2988571.87,2946591.17,2231578.75,2246889.53,2595234.4,2362389.95,3237660.32,2746026.34,2888479.98,2302148.44,3316913.08,3045593.87,3785472.73,3004383.53,2653100.832857143,474845.07485631725,2627474.4271428576,2350913.322857143,571011.8979630205,2329997.992857143,2457729.2053571427,536870.0944336572,2426203.3214285714,2512506.413,558504.9803589171,2455453.7189999996,3057693.8355,1119291.6414185737,2660429.3396666665,3320966.8302222225,1196938.8057885957,2859247.9414444445,2739469.094203874,2625691.2817678708,1.0,1.0,1.0,0.0
2013-12-20,2500743.7,2516358.41,4,20,354,51,12,4,2013,0,534,3062553.19,2981811.67,2131538.29,2083673.81,1718341.54,1744505.5,2550262.64,2542345.82,3321114.32,2983892.23,3409990.75,2751364.44,3799564.88,3399323.86,3905985.95,3132486.67,2663669.5928571424,484285.6587945423,2632505.9271428576,2410268.64,600101.1099295996,2382492.431428571,2474419.162142857,548442.2822348345,2448325.5257142857,2506669.5086666667,551536.6547349558,2463313.23,3060595.055666666,1119071.1811030358,2671757.0601666667,3318140.6092222226,1197248.7432064249,2858539.250333334,2820240.1181529053,2653875.9210086535,1.0,1.0,1.0,0.0
2013-12-21,3213344.27,3159953.94,5,21,355,51,12,4,2013,1,535,2500743.7,2516358.41,2245758.87,2305729.18,1444180.43,1408359.66,2054330.57,2011741.48,2595234.4,2362389.95,3932052.89,3189287.97,3243304.2,2980813.06,3966203.09,3174444.37,2716413.2228571433,434185.72935020213,2694318.012857143,2466154.5085714287,566179.8333695891,2437624.7821428576,2472650.6285714284,548268.4686292219,2447397.4039285714,2479323.8213333334,529667.0694716909,2447728.7693333332,3045440.9381666663,1120415.143601905,2667840.293,3303709.2627777774,1199206.8065175675,2848728.5231111115,2740366.0136146788,2643996.422879063,1.0,1.0,1.0,0.0
2013-12-22,3476225.97,3458589.82,6,22,356,51,12,4,2013,1,536,3213344.27,3159953.94,2154695.59,2095032.07,1714762.98,1677034.75,2519706.85,2537974.67,2550262.64,2542345.82,4895108.72,3861527.06,4426354.9,3977701.82,3225123.87,2559516.54,2854639.708571429,412872.5593749381,2816350.1214285716,2592523.354285714,515719.7493465495,2562738.659285714,2514043.9750000006,559159.8993848428,2488404.991785714,2499927.483666667,546098.5246387743,2474314.2356666666,3033462.461166667,1114602.4394813504,2667351.3925,3303376.374666666,1199227.920882889,2850718.9773333333,2858610.577711009,2680728.5420481563,1.0,1.0,1.0,0.0
2013-12-23,2932660.62,2856672.71,0,23,357,52,12,4,2013,0,537,3476225.97,3458589.82,2694197.04,2720062.14,1959405.6,1928205.78,2406331.38,2358037.25,2054330.57,2011741.48,4333852.18,3403031.49,4673257.46,4051335.39,2151580.15,1770780.57,3043429.762857143,334100.38930498704,3011144.0857142857,2718342.139285714,499723.85323439894,2689992.5928571424,2548205.3721428574,587994.0950502722,2521284.104285714,2530792.9280000003,574472.1474177348,2504855.7023333334,3009814.4153333334,1089197.6226904022,2660635.771833333,3292819.3865555557,1193398.9917786221,2844951.0662222225,3013014.425783257,2732050.956754727,1.0,1.0,1.0,0.0
2013-12-24,2629786.52,2542278.8,1,24,358,52,12,4,2013,0,538,2932660.62,2856672.71,3167410.81,3021649.06,2256213.74,2198430.55,3107204.99,3083734.78,2519706.85,2537974.67,3503713.92,2743366.59,4851490.55,4336304.71,3297376.6,2599138.83,3077495.9885714287,303293.3604495376,3030659.881428572,2787860.3550000004,451382.4807850765,2756311.659285714,2567002.8449999997,591692.0011894708,2539092.5135714286,2560070.5963333333,571727.4188956372,2533020.0766666667,2986461.2226666664,1075260.2414567356,2651529.7921666666,3273479.4216666664,1184849.7968106684,2831677.0364444447,2992925.974337443,2744993.515673777,1.0,1.0,1.0,0.0
2013-12-25,3807864.44,3711704.9,2,25,359,52,12,4,2013,0,539,2629786.52,2542278.8,3189533.36,3219583.56,3016597.65,3024225.14,3123410.59,3027393.58,2406331.38,2358037.25,2923604.47,2331573.03,4120039.5,3761711.17,4917024.98,3856446.89,3000692.5185714285,342293.4552554606,2962178.415714286,2814544.125,427971.13089255046,2780872.248571429,2549952.185357143,582353.7040219386,2519754.8000000003,2563739.918666667,571812.6701988436,2533163.547666667,2971895.7660000003,1074053.2130518053,2648178.3289999994,3248793.8213333334,1174703.988446278,2811743.4152222225,2902141.1107530817,2737560.8062754693,1.0,1.0,1.0,0.0
