month,category,segment,product_count,stock_on_hand,units_received,units_sold,stockout_days,avg_days_of_supply,avg_fill_rate,stockout_flag_share,overstock_flag_share,reorder_flag_share,avg_sell_through_rate
2014-06-01,Streetwear,Performance,71,7194,2129,1790,113,210.63661971830987,0.9469464788732394,0.6901408450704225,0.5915492957746479,0.0,0.23493943661971828
2014-06-01,Streetwear,Standard,32,864,252,220,31,181.825,0.96770625,0.625,0.5,0.0,0.232228125
2014-07-01,Casual,All-weather,18,1164,218,188,18,247.10555555555553,0.9666722222222222,0.7222222222222222,0.8333333333333334,0.0,0.1527
2014-07-01,GenZ,Trendy,30,3008,687,575,36,215.93333333333334,0.9600000000000001,0.7333333333333333,0.5666666666666667,0.0,0.24663333333333334
2014-07-01,Outdoor,Activewear,148,26780,4066,3428,136,612.881081081081,0.969370945945946,0.6283783783783784,0.918918918918919,0.0,0.13018445945945945
2014-07-01,Outdoor,Premium,24,2281,352,301,27,266.53749999999997,0.9624958333333334,0.7083333333333334,0.7916666666666666,0.0,0.15391666666666667
2014-07-01,Streetwear,Balanced,47,6268,1225,1050,44,333.92340425531916,0.9687936170212765,0.6170212765957447,0.7872340425531915,0.0,0.1646468085106383
2014-07-01,Streetwear,Everyday,121,18187,3983,3354,123,497.03719008264466,0.9661157024793389,0.6776859504132231,0.7024793388429752,0.0,0.19704380165289256
2014-07-01,Streetwear,Performance,72,7508,1958,1655,99,195.5013888888889,0.9541694444444444,0.7916666666666666,0.6805555555555556,0.0,0.218475
2014-07-01,Streetwear,Standard,30,875,180,161,31,256.08,0.96556,0.7333333333333333,0.6333333333333333,0.0,0.18405
2014-08-01,Casual,All-weather,17,1175,267,228,14,204.98235294117646,0.9725529411764706,0.5882352941176471,0.8235294117647058,0.0,0.1731470588235294
2014-08-01,GenZ,Trendy,32,3104,623,549,32,215.071875,0.96666875,0.625,0.53125,0.0,0.23731875
2014-08-01,Outdoor,Activewear,166,27572,4908,4176,156,380.205421686747,0.9686759036144578,0.6385542168674698,0.8072289156626506,0.0,0.15680421686746987
2014-08-01,Outdoor,Premium,28,2416,498,423,21,281.2,0.9750071428571429,0.5714285714285714,0.7142857142857143,0.0,0.18654285714285715
2014-08-01,Streetwear,Balanced,46,6350,1472,1249,51,214.2673913043478,0.9630413043478261,0.717391304347826,0.6739130434782609,0.0,0.20468478260869566
2014-08-01,Streetwear,Everyday,121,18504,4297,3617,230,373.8355371900826,0.9366396694214876,0.6363636363636364,0.6198347107438017,0.0,0.2309
2014-08-01,Streetwear,Performance,72,7697,1729,1472,88,210.87083333333334,0.9592597222222222,0.7222222222222222,0.5972222222222222,0.0,0.2187611111111111
2014-08-01,Streetwear,Standard,33,922,190,173,26,198.93333333333334,0.9737424242424242,0.5757575757575758,0.696969696969697,0.0,0.19054848484848486
2014-09-01,Casual,All-weather,16,1145,169,151,17,322.53125,0.9645875,0.75,0.875,0.0,0.12170625
2014-09-01,GenZ,Trendy,29,3092,385,332,35,313.9758620689655,0.9597689655172414,0.7586206896551724,0.6896551724137931,0.0,0.17023103448275861
2014-09-01,Outdoor,Activewear,148,27544,3242,2798,161,572.65,0.9637378378378377,0.7162162162162162,0.8581081081081081,0.0,0.12323108108108108
2014-09-01,Outdoor,Premium,26,2457,404,350,38,427.59230769230766,0.9512807692307692,0.5,0.7692307692307693,0.0,0.17776153846153847
2014-09-01,Streetwear,Balanced,43,6339,1004,861,41,264.0325581395349,0.9682139534883721,0.6046511627906976,0.7441860465116279,0.0,0.15953023255813953
2014-09-01,Streetwear,Everyday,120,18534,2340,1972,199,623.6841666666667,0.9447233333333334,0.7416666666666667,0.8333333333333334,0.0,0.15835833333333332
2014-09-01,Streetwear,Performance,67,7821,888,765,57,383.48358208955227,0.9716462686567164,0.6119402985074627,0.7611940298507462,0.0,0.15054925373134329
2014-09-01,Streetwear,Standard,26,826,126,115,24,264.4730769230769,0.9692307692307692,0.6153846153846154,0.6923076923076923,0.0,0.1936192307692308
2014-10-01,Casual,Activewear,2,12,4,4,3,90.0,0.95,1.0,0.0,0.0,0.25
2014-10-01,Casual,All-weather,15,1120,139,124,17,360.3,0.96222,0.7333333333333333,0.9333333333333333,0.0,0.11345333333333334
2014-10-01,GenZ,Trendy,23,3019,221,197,25,471.1913043478261,0.9637652173913043,0.6956521739130435,0.8695652173913043,0.0,0.12234347826086955
2014-10-01,Outdoor,Activewear,156,27832,3496,3018,170,973.0532051282053,0.9636762820512822,0.7371794871794872,0.8525641025641025,0.0,0.13755897435897435
2014-10-01,Outdoor,Premium,25,2513,492,419,48,261.10400000000004,0.9359919999999999,0.8,0.84,0.0,0.18231999999999998
2014-10-01,Streetwear,Balanced,41,6425,954,828,50,272.7219512195122,0.9593439024390245,0.7560975609756098,0.8780487804878049,0.0,0.14081707317073172
2014-10-01,Streetwear,Everyday,112,18842,1919,1644,164,789.1991071428572,0.9511901785714285,0.6607142857142857,0.8125,0.0,0.15190982142857143
2014-10-01,Streetwear,Performance,66,8015,696,603,63,486.64696969696973,0.9681757575757576,0.5757575757575758,0.8181818181818182,0.0,0.13350454545454543
2014-10-01,Streetwear,Standard,28,884,110,99,28,312.45714285714286,0.9666642857142858,0.6428571428571429,0.7857142857142857,0.0,0.1619607142857143
2014-11-01,Casual,All-weather,16,1180,141,121,14,411.16875,0.97083125,0.5625,1.0,0.0,0.09591875
2014-11-01,GenZ,Trendy,27,3111,175,155,28,700.4037037037037,0.9654296296296296,0.6666666666666666,0.8148148148148148,0.0,0.11182592592592593
2014-11-01,Outdoor,Activewear,160,28968,4211,3570,171,1079.913125,0.9643725,0.6875,0.85625,0.0,0.141441875
2014-11-01,Outdoor,Premium,28,2613,439,380,42,301.55357142857144,0.9500035714285715,0.75,0.7857142857142857,0.0,0.17435
2014-11-01,Streetwear,Balanced,40,6535,826,696,42,364.15250000000003,0.9650000000000001,0.7,0.875,0.0,0.12049499999999999
2014-11-01,Streetwear,Everyday,110,17256,1329,1154,103,775.4381818181818,0.96879,0.6181818181818182,0.8363636363636363,0.0,0.12437454545454546
2014-11-01,Streetwear,Performance,57,7745,572,492,50,532.5631578947368,0.9707649122807018,0.631578947368421,0.8771929824561403,0.0,0.11042631578947368
2014-11-01,Streetwear,Standard,19,738,97,88,22,347.55263157894734,0.9613894736842106,0.631578947368421,0.631578947368421,0.0,0.17809473684210525
2014-12-01,Casual,Activewear,2,12,6,6,0,60.0,1.0,0.0,0.0,0.0,0.3333
2014-12-01,Casual,All-weather,16,1205,173,151,13,382.0875,0.9729187499999999,0.5625,0.9375,0.0,0.118325
2014-12-01,GenZ,Trendy,22,3014,278,241,25,315.96818181818185,0.9621227272727272,0.7272727272727273,0.7727272727272727,0.0,0.14577727272727273
2014-12-01,Outdoor,Activewear,166,30452,9142,7670,243,759.9921686746987,0.9512060240963857,0.6807228915662651,0.6807228915662651,0.0,0.19938192771084337
2014-12-01,Outdoor,Premium,27,2724,674,567,34,206.1703703703704,0.9580296296296297,0.6666666666666666,0.7037037037037037,0.0,0.21018518518518517
2014-12-01,Streetwear,Balanced,44,6682,953,808,40,318.0590909090909,0.9696977272727273,0.6136363636363636,0.75,0.0,0.1408090909090909
2014-12-01,Streetwear,Everyday,109,18601,1463,1284,102,1112.465137614679,0.968811009174312,0.6238532110091743,0.8165137614678899,0.0,0.1320651376146789
2014-12-01,Streetwear,Performance,63,7771,673,577,65,726.9714285714285,0.9656095238095238,0.6984126984126984,0.7777777777777778,0.0,0.12747460317460318
2014-12-01,Streetwear,Standard,25,796,68,64,22,359.744,0.970664,0.56,0.76,0.0,0.15558
2015-01-01,Casual,Activewear,2,13,11,10,2,39.0,0.9667,1.0,0.0,0.0,0.4356
2015-01-01,Casual,All-weather,15,1175,129,113,14,504.43333333333334,0.9688933333333334,0.6666666666666666,1.0,0.0,0.096
2015-01-01,GenZ,Trendy,20,3015,145,132,22,716.29,0.963325,0.65,0.8,0.0,0.10976000000000001
2015-01-01,Outdoor,Activewear,164,28324,2807,2402,194,960.0091463414634,0.9605670731707316,0.725609756097561,0.8658536585365854,0.0,0.13264390243902438
2015-01-01,Outdoor,Premium,27,2763,375,320,27,327.8703703703704,0.9666666666666667,0.6666666666666666,0.8148148148148148,0.0,0.17645185185185183
2015-01-01,Streetwear,Balanced,42,6963,703,608,48,710.0833333333334,0.9619047619047618,0.7142857142857143,0.8333333333333334,0.0,0.12120714285714286
2015-01-01,Streetwear,Everyday,108,18518,1191,1033,120,1289.8157407407407,0.962962037037037,0.7314814814814815,0.8425925925925926,0.0,0.11383055555555555
2015-01-01,Streetwear,Performance,53,7959,589,512,68,764.9075471698113,0.957233962264151,0.6037735849056604,0.9056603773584906,0.0,0.1063132075471698
2015-01-01,Streetwear,Standard,23,774,89,86,33,351.82173913043476,0.9521782608695653,0.782608695652174,0.6086956521739131,0.0,0.1925521739130435
2015-02-01,Casual,Activewear,2,13,2,2,2,195.0,0.96665,0.5,1.0,0.0,0.13395
2015-02-01,Casual,All-weather,13,1155,178,153,12,395.6076923076923,0.969223076923077,0.5384615384615384,0.9230769230769231,0.0,0.12738461538461537
2015-02-01,GenZ,Trendy,23,3056,210,188,26,534.0521739130435,0.9623086956521739,0.6521739130434783,0.7391304347826086,0.0,0.16207826086956523
2015-02-01,Outdoor,Activewear,148,27938,3371,2846,161,928.0554054054055,0.9637371621621622,0.6351351351351351,0.9121621621621622,0.0,0.12332027027027027
2015-02-01,Outdoor,Premium,25,2810,442,370,29,294.368,0.9613240000000001,0.6,0.8,0.0,0.169084
2015-02-01,Streetwear,Balanced,47,6998,1053,903,67,369.1170212765957,0.9524765957446808,0.7446808510638298,0.7872340425531915,0.0,0.15570425531914894
2015-02-01,Streetwear,Everyday,114,18888,1903,1632,106,1013.5245614035088,0.9690096491228071,0.631578947368421,0.8157894736842105,0.0,0.14701754385964913
2015-02-01,Streetwear,Performance,60,7989,1039,890,91,406.23833333333334,0.9494450000000001,0.75,0.8166666666666667,0.0,0.14379
2015-02-01,Streetwear,Standard,20,767,95,87,25,315.03000000000003,0.95832,0.7,0.7,0.0,0.19144
2015-03-01,Casual,Activewear,2,13,8,8,2,48.75,0.96665,0.5,0.0,0.0,0.38180000000000003
2015-03-01,Casual,All-weather,17,1292,214,183,14,326.9647058823529,0.9725470588235294,0.5294117647058824,0.9411764705882353,0.0,0.1255294117647059
2015-03-01,GenZ,Trendy,27,3182,336,301,28,348.9925925925926,0.9654296296296296,0.6296296296296297,0.7037037037037037,0.0,0.1905037037037037
2015-03-01,Outdoor,Activewear,156,28467,3901,3294,153,852.5980769230769,0.9673070512820513,0.6217948717948718,0.8782051282051282,0.0,0.1302147435897436
2015-03-01,Outdoor,Premium,26,2897,476,413,36,316.4692307692308,0.9538461538461539,0.7307692307692307,0.8076923076923077,0.0,0.16086538461538463
2015-03-01,Streetwear,Balanced,44,7197,1401,1190,76,376.71590909090907,0.9424250000000001,0.6818181818181818,0.75,0.0,0.18485
2015-03-01,Streetwear,Everyday,120,19584,2677,2318,105,771.5408333333332,0.9708341666666667,0.55,0.775,0.0,0.16589083333333335
2015-03-01,Streetwear,Performance,69,8495,1397,1177,91,343.9521739130435,0.956036231884058,0.6521739130434783,0.7391304347826086,0.0,0.1721985507246377
2015-03-01,Streetwear,Standard,25,814,136,122,23,262.336,0.969332,0.56,0.6,0.0,0.22699199999999997
2015-04-01,Casual,Activewear,2,15,14,12,3,37.5,0.95,1.0,0.0,0.0,0.44505
2015-04-01,Casual,All-weather,19,1380,425,362,16,191.27894736842106,0.9719315789473684,0.5263157894736842,0.5263157894736842,0.0,0.22283684210526317
2015-04-01,GenZ,Trendy,33,3401,739,637,52,233.74848484848485,0.9474848484848485,0.7575757575757576,0.5757575757575758,0.0,0.2338727272727273
2015-04-01,Outdoor,Activewear,154,27528,5639,4754,208,403.95454545454544,0.9549753246753248,0.7012987012987013,0.7727272727272727,0.0,0.18108376623376624
2015-04-01,Outdoor,Premium,27,3032,644,534,32,300.18148148148146,0.9604851851851852,0.6666666666666666,0.7037037037037037,0.0,0.19173703703703704
2015-04-01,Streetwear,Balanced,48,7640,2258,1906,97,302.475,0.9326479166666667,0.6666666666666666,0.5833333333333334,0.0,0.2459083333333333
2015-04-01,Streetwear,Everyday,124,20529,5518,4682,216,425.3935483870968,0.9419314516129031,0.6854838709677419,0.5645161290322581,0.0,0.23850564516129033
2015-04-01,Streetwear,Performance,74,9207,3137,2629,109,254.82567567567565,0.9509000000000001,0.7432432432432432,0.5945945945945946,0.0,0.22161351351351352
2015-04-01,Streetwear,Standard,30,907,240,215,47,194.09666666666666,0.94779,0.7,0.6,0.0,0.27641333333333334
2015-05-01,Casual,Activewear,2,15,2,2,4,225.0,0.9333,1.0,1.0,0.0,0.11805
2015-05-01,Casual,All-weather,18,1382,367,314,26,239.6611111111111,0.9518444444444444,0.7777777777777778,0.7222222222222222,0.0,0.21034444444444444
2015-05-01,GenZ,Trendy,30,3404,681,601,48,211.56,0.9466666666666667,0.7333333333333333,0.6333333333333333,0.0,0.22863333333333333
2015-05-01,Outdoor,Activewear,162,33594,4106,3496,165,1146.4635802469136,0.9660524691358024,0.6975308641975309,0.8518518518518519,0.0,0.13324876543209876
2015-05-01,Outdoor,Premium,27,3125,499,430,26,345.38518518518515,0.9679037037037038,0.6666666666666666,0.8148148148148148,0.0,0.13804074074074074
2015-05-01,Streetwear,Balanced,44,7865,1654,1403,70,461.4,0.946965909090909,0.7045454545454546,0.7727272727272727,0.0,0.17847727272727273
2015-05-01,Streetwear,Everyday,125,21177,4152,3482,143,759.316,0.9618648000000001,0.584,0.656,0.0,0.1967448
2015-05-01,Streetwear,Performance,70,9499,2680,2258,95,264.0285714285714,0.9547585714285715,0.7,0.6714285714285714,0.0,0.21180428571428572
2015-05-01,Streetwear,Standard,32,934,217,191,49,201.875,0.948953125,0.625,0.59375,0.0,0.23648125
2015-06-01,Casual,Activewear,2,15,6,6,1,75.0,0.98335,0.5,0.0,0.0,0.28635
2015-06-01,Casual,All-weather,17,1456,309,260,14,371.5411764705882,0.9725470588235294,0.5294117647058824,0.8235294117647058,0.0,0.1605529411764706
2015-06-01,GenZ,Trendy,30,3491,589,508,35,259.8366666666667,0.9611133333333334,0.7333333333333333,0.7666666666666667,0.0,0.17906333333333332
2015-06-01,Outdoor,Activewear,150,32820,4654,3922,141,1250.548,0.9686673333333334,0.6333333333333333,0.8733333333333333,0.0,0.134764
2015-06-01,Outdoor,Premium,28,3183,469,412,32,305.73928571428576,0.9619,0.7142857142857143,0.7857142857142857,0.0,0.14455357142857145
2015-06-01,Streetwear,Balanced,46,8171,1920,1628,51,396.73695652173916,0.963045652173913,0.6086956521739131,0.717391304347826,0.0,0.19869565217391305
2015-06-01,Streetwear,Everyday,119,21326,4437,3730,158,565.7252100840336,0.9557453781512605,0.7226890756302521,0.6722689075630253,0.0,0.20074285714285714
2015-06-01,Streetwear,Performance,72,10091,2565,2155,91,385.99861111111113,0.9578708333333333,0.7083333333333334,0.7361111111111112,0.0,0.19218333333333332
2015-06-01,Streetwear,Standard,32,988,218,194,37,247.70625,0.961459375,0.5,0.59375,0.0,0.22723125
2015-07-01,Casual,Activewear,2,15,2,2,1,225.0,0.98335,0.5,1.0,0.0,0.11805
2015-07-01,Casual,All-weather,17,1451,264,230,14,280.36470588235295,0.9725529411764706,0.5882352941176471,0.8235294117647058,0.0,0.15132941176470588
2015-07-01,GenZ,Trendy,31,3672,712,606,52,234.06451612903226,0.9440838709677419,0.7741935483870968,0.6774193548387096,0.0,0.2120806451612903
2015-07-01,Outdoor,Activewear,154,33329,3419,2908,157,1507.2655844155843,0.9660194805194805,0.7012987012987013,0.8961038961038961,0.0,0.1117538961038961
2015-07-01,Outdoor,Premium,27,3188,284,242,27,489.94814814814816,0.9666666666666667,0.6666666666666666,0.8888888888888888,0.0,0.10834074074074074
2015-07-01,Streetwear,Balanced,47,8411,1639,1396,46,403.49787234042554,0.9673702127659575,0.5957446808510638,0.8297872340425532,0.0,0.16747659574468085
2015-07-01,Streetwear,Everyday,122,22226,3854,3285,116,827.7368852459016,0.9683040983606557,0.5737704918032787,0.7295081967213115,0.0,0.18086639344262295
2015-07-01,Streetwear,Performance,70,9880,1841,1565,85,405.24428571428575,0.9595185714285716,0.7142857142857143,0.8,0.0,0.17703285714285716
2015-07-01,Streetwear,Standard,24,825,185,163,32,177.63333333333333,0.9555458333333333,0.75,0.5,0.0,0.24186666666666667
2015-08-01,Casual,Activewear,2,16,13,12,4,40.0,0.9333,1.0,0.0,0.0,0.43075
2015-08-01,Casual,All-weather,16,1472,340,288,12,256.2125,0.97500625,0.5625,0.875,0.0,0.16133125
2015-08-01,GenZ,Trendy,37,3895,922,765,50,242.05135135135134,0.9549567567567567,0.7297297297297297,0.5945945945945946,0.0,0.2420351351351351
2015-08-01,Outdoor,Activewear,158,31163,4169,3562,171,1015.5386075949367,0.9639272151898735,0.6075949367088608,0.810126582278481,0.0,0.13218227848101266
2015-08-01,Outdoor,Premium,30,3286,454,398,51,376.43,0.9433466666666667,0.7333333333333333,0.8,0.0,0.16953
2015-08-01,Streetwear,Balanced,49,8650,1597,1356,98,293.0408163265306,0.9333285714285714,0.7142857142857143,0.7346938775510204,0.0,0.17948979591836733
2015-08-01,Streetwear,Everyday,125,21393,4132,3481,140,564.6736,0.9626696,0.608,0.688,0.0,0.1865704
2015-08-01,Streetwear,Performance,70,10316,1924,1601,76,450.1385714285714,0.9638100000000001,0.7285714285714285,0.7714285714285715,0.0,0.17634714285714287
2015-08-01,Streetwear,Standard,29,1019,203,178,32,268.96206896551723,0.9632172413793103,0.6206896551724138,0.5862068965517241,0.0,0.22256896551724137
2015-09-01,Casual,Activewear,2,18,12,10,1,54.0,0.98335,0.5,0.0,0.0,0.35895
2015-09-01,Casual,All-weather,17,1588,391,345,19,232.18235294117648,0.9627352941176471,0.6470588235294118,0.8235294117647058,0.0,0.15975882352941176
2015-09-01,GenZ,Trendy,36,4030,997,859,60,271.3833333333333,0.9444472222222223,0.6944444444444444,0.5277777777777778,0.0,0.26258333333333334
2015-09-01,Outdoor,Activewear,156,32607,3399,2904,223,1385.698076923077,0.9523448717948718,0.6987179487179487,0.8141025641025641,0.0,0.14635384615384614
2015-09-01,Outdoor,Premium,31,3398,431,368,52,393.5290322580645,0.9440903225806452,0.7419354838709677,0.7741935483870968,0.0,0.15587096774193548
2015-09-01,Streetwear,Balanced,43,8452,1222,1017,70,423.4720930232558,0.9457325581395348,0.6744186046511628,0.8372093023255814,0.0,0.15006511627906977
2015-09-01,Streetwear,Everyday,116,20910,3474,2950,153,754.1922413793104,0.9560293103448276,0.6982758620689655,0.7672413793103449,0.0,0.17518189655172414
2015-09-01,Streetwear,Performance,66,10284,1354,1161,61,489.8060606060606,0.9691924242424242,0.6212121212121212,0.8181818181818182,0.0,0.15049848484848485
2015-09-01,Streetwear,Standard,32,1087,126,116,32,381.553125,0.966671875,0.71875,0.78125,0.0,0.15294375
2015-10-01,Casual,All-weather,19,1675,260,227,20,392.9157894736842,0.9649052631578948,0.631578947368421,0.9473684210526315,0.0,0.11491052631578948
2015-10-01,GenZ,Trendy,38,4122,477,421,52,467.77894736842103,0.9543815789473684,0.8157894736842105,0.6842105263157895,0.0,0.18706842105263158
2015-10-01,Outdoor,Activewear,156,32378,3320,2862,167,1074.0852564102563,0.9643160256410257,0.6666666666666666,0.8397435897435898,0.0,0.1340948717948718
2015-10-01,Outdoor,Premium,32,3461,564,477,40,380.015625,0.95833125,0.65625,0.75,0.0,0.165471875
2015-10-01,Streetwear,Balanced,41,8568,1077,937,44,630.5414634146341,0.9642341463414634,0.6829268292682927,0.7804878048780488,0.0,0.13811463414634145
2015-10-01,Streetwear,Everyday,117,22537,2357,2003,136,1286.3444444444444,0.9612495726495727,0.717948717948718,0.8461538461538461,0.0,0.13475042735042736
2015-10-01,Streetwear,Performance,66,9990,923,799,60,463.43939393939394,0.9696969696969697,0.6060606060606061,0.8333333333333334,0.0,0.12560606060606058
2015-10-01,Streetwear,Standard,25,975,123,108,24,402.788,0.968,0.64,0.76,0.0,0.15643200000000002
2015-11-01,Casual,Activewear,2,18,6,6,1,90.0,0.98335,0.5,0.5,0.0,0.25175000000000003
2015-11-01,Casual,All-weather,19,1684,174,152,19,468.5368421052632,0.9666684210526316,0.6842105263157895,0.8947368421052632,0.0,0.10202105263157896
2015-11-01,GenZ,Trendy,31,3733,251,219,36,639.6516129032258,0.9612870967741936,0.7419354838709677,0.7741935483870968,0.0,0.1556258064516129
2015-11-01,Outdoor,Activewear,160,31567,4292,3594,211,968.1356250000001,0.956040625,0.75,0.825,0.0,0.143719375
2015-11-01,Outdoor,Premium,32,3650,699,593,31,337.6125,0.967715625,0.65625,0.6875,0.0,0.18140625
2015-11-01,Streetwear,Balanced,45,8480,902,768,48,740.5377777777777,0.9644377777777778,0.6444444444444445,0.8666666666666667,0.0,0.11303333333333333
2015-11-01,Streetwear,Everyday,105,19523,1557,1348,106,701.7914285714286,0.966352380952381,0.7047619047619048,0.9238095238095239,0.0,0.10950190476190476
2015-11-01,Streetwear,Performance,60,10259,679,578,69,738.35,0.9616666666666667,0.7666666666666667,0.85,0.0,0.12029166666666667
2015-11-01,Streetwear,Standard,23,852,85,81,27,381.6304347826087,0.9608739130434784,0.8260869565217391,0.6521739130434783,0.0,0.16749565217391305
2015-12-01,Casual,Activewear,2,18,6,6,4,90.0,0.9333,1.0,0.5,0.0,0.25175000000000003
2015-12-01,Casual,All-weather,17,1601,183,161,16,378.8176470588235,0.9686294117647058,0.6470588235294118,0.8823529411764706,0.0,0.1195
2015-12-01,GenZ,Trendy,31,4041,330,280,27,494.43548387096774,0.970967741935484,0.5806451612903226,0.7419354838709677,0.0,0.13222258064516126
2015-12-01,Outdoor,Activewear,176,33912,8349,7092,232,710.4982954545454,0.9560596590909092,0.6988636363636364,0.6988636363636364,0.0,0.1799693181818182
2015-12-01,Outdoor,Premium,29,3627,904,784,43,225.45517241379312,0.9505689655172415,0.6896551724137931,0.6551724137931034,0.0,0.22842413793103447
2015-12-01,Streetwear,Balanced,38,7925,862,734,36,503.24736842105267,0.9684184210526317,0.6052631578947368,0.8947368421052632,0.0,0.10846052631578948
2015-12-01,Streetwear,Everyday,112,21019,1597,1377,135,1068.7303571428572,0.9598223214285715,0.6964285714285714,0.9285714285714286,0.0,0.10320089285714286
2015-12-01,Streetwear,Performance,55,10014,706,615,72,675.790909090909,0.9563672727272727,0.7272727272727273,0.8363636363636363,0.0,0.1328890909090909
2015-12-01,Streetwear,Standard,23,993,109,99,29,422.16521739130434,0.9579652173913044,0.782608695652174,0.8260869565217391,0.0,0.13756521739130437
2016-01-01,Casual,Activewear,2,18,12,12,3,45.0,0.95,1.0,0.0,0.0,0.4018
2016-01-01,Casual,All-weather,17,1640,191,168,26,462.7352941176471,0.9490117647058822,0.9411764705882353,0.9411764705882353,0.0,0.11061176470588235
2016-01-01,GenZ,Trendy,29,3846,201,180,32,698.9,0.9632241379310345,0.7931034482758621,0.7241379310344828,0.0,0.13873103448275861
2016-01-01,Outdoor,Activewear,168,31597,2654,2278,183,726.4,0.9636904761904762,0.7202380952380952,0.8273809523809523,0.0,0.13114761904761904
2016-01-01,Outdoor,Premium,30,3746,674,580,31,308.63,0.9655666666666666,0.6333333333333333,0.7,0.0,0.17686333333333334
2016-01-01,Streetwear,Balanced,37,8150,951,805,30,663.7378378378378,0.972972972972973,0.5405405405405406,0.918918918918919,0.0,0.11324864864864864
2016-01-01,Streetwear,Everyday,105,21014,1568,1349,116,1187.8980952380953,0.9631761904761904,0.6952380952380952,0.9238095238095239,0.0,0.0999647619047619
2016-01-01,Streetwear,Performance,56,10063,819,705,62,637.9107142857143,0.9630928571428571,0.6964285714285714,0.8392857142857143,0.0,0.11383035714285715
2016-01-01,Streetwear,Standard,24,960,73,68,24,511.3208333333334,0.9666666666666667,0.6666666666666666,0.875,0.0,0.13193333333333332
2016-02-01,Casual,Activewear,2,20,16,14,1,42.85,0.98335,0.5,0.0,0.0,0.4132
2016-02-01,Casual,All-weather,16,1636,182,161,14,346.05625,0.97083125,0.5625,0.875,0.0,0.11268125
2016-02-01,GenZ,Trendy,31,3849,210,189,30,672.1258064516129,0.9677451612903226,0.6774193548387096,0.7419354838709677,0.0,0.13963225806451612
2016-02-01,Outdoor,Activewear,154,31046,2683,2280,159,820.9435064935066,0.965587012987013,0.6948051948051948,0.8506493506493507,0.0,0.12327532467532468
2016-02-01,Outdoor,Premium,30,3743,647,546,36,471.9,0.9599933333333334,0.7333333333333333,0.6666666666666666,0.0,0.1731133333333333
2016-02-01,Streetwear,Balanced,40,8341,973,816,36,516.55,0.97001,0.675,0.875,0.0,0.11942749999999999
2016-02-01,Streetwear,Everyday,115,20288,1892,1643,134,684.6208695652174,0.9611591304347826,0.6956521739130435,0.8347826086956521,0.0,0.12650173913043478
2016-02-01,Streetwear,Performance,62,10456,1115,950,84,488.09354838709675,0.9548387096774194,0.5967741935483871,0.7580645161290323,0.0,0.15363548387096773
2016-02-01,Streetwear,Standard,24,947,84,78,24,619.0833333333334,0.9666666666666667,0.6666666666666666,0.75,0.0,0.14909166666666665
2016-03-01,Casual,Activewear,2,20,2,2,0,300.0,1.0,0.0,1.0,0.0,0.09165000000000001
2016-03-01,Casual,All-weather,18,1697,313,265,13,307.40555555555557,0.9759277777777778,0.5,0.8888888888888888,0.0,0.15167222222222224
2016-03-01,GenZ,Trendy,33,4025,300,261,32,552.0151515151515,0.9676848484848486,0.7272727272727273,0.7272727272727273,0.0,0.16037272727272728
2016-03-01,Outdoor,Activewear,160,36541,3287,2838,173,1523.310625,0.963960625,0.7125,0.825,0.0,0.126641875
2016-03-01,Outdoor,Premium,31,3987,704,588,33,502.4193548387097,0.9645129032258064,0.6774193548387096,0.7096774193548387,0.0,0.15285806451612902
2016-03-01,Streetwear,Balanced,43,9354,1386,1193,41,900.5767441860464,0.9682209302325581,0.6511627906976745,0.7906976744186046,0.0,0.15589302325581397
2016-03-01,Streetwear,Everyday,116,20202,2995,2544,146,411.5086206896552,0.9580448275862069,0.6637931034482759,0.7758620689655172,0.0,0.16704827586206897
2016-03-01,Streetwear,Performance,60,10914,1726,1470,98,528.385,0.9455583333333333,0.65,0.75,0.0,0.18022833333333335
2016-03-01,Streetwear,Standard,26,1001,133,120,24,270.5076923076923,0.9692384615384615,0.6923076923076923,0.7307692307692307,0.0,0.17295384615384618
2016-04-01,Casual,Activewear,2,22,20,18,2,36.65,0.9667,1.0,0.0,0.0,0.45115
2016-04-01,Casual,All-weather,19,1872,618,527,25,250.7315789473684,0.9561473684210527,0.7368421052631579,0.631578947368421,0.0,0.22927368421052632
2016-04-01,GenZ,Trendy,33,4105,749,643,26,330.339393939394,0.9737454545454546,0.6060606060606061,0.5454545454545454,0.0,0.22816363636363635
2016-04-01,Outdoor,Activewear,158,35822,4574,3866,174,912.9050632911392,0.9632867088607594,0.6518987341772152,0.8227848101265823,0.0,0.14877784810126582
2016-04-01,Outdoor,Premium,30,4153,930,793,27,348.17,0.9699966666666667,0.5666666666666667,0.6666666666666666,0.0,0.18844
2016-04-01,Streetwear,Balanced,48,9184,2304,1889,63,379.1875,0.9562520833333333,0.625,0.7916666666666666,0.0,0.1863979166666667
2016-04-01,Streetwear,Everyday,128,23170,5921,5001,185,659.74765625,0.95182265625,0.640625,0.546875,0.0,0.24173125
2016-04-01,Streetwear,Performance,67,11050,3341,2824,115,182.02985074626866,0.9427820895522389,0.6567164179104478,0.5074626865671642,0.0,0.23981641791044775
2016-04-01,Streetwear,Standard,30,1070,187,169,33,284.18,0.9633299999999999,0.7,0.5666666666666667,0.0,0.2033
2016-05-01,Casual,Activewear,2,24,16,14,1,51.400000000000006,0.98335,0.5,0.0,0.0,0.36945
